id,price
1,4.303256841233415
2,5.940786638192982
3,12.569502571994704
4,5.827479373044751
5,5.241280909785725
6,9.533419743823998
7,9.619595550972784
8,3.414319436944266
9,8.908328570887576
10,6.159349832632837
11,5.075693313794613
12,9.213526288713638
13,3.8389667353042967
14,7.509216103421784
15,7.211393466489101
16,12.887582084710935
17,7.066699016284054
18,5.401904761318262
19,7.650655917747326
20,5.7581583268517935
21,4.072811014247197
22,6.0549545177949815
23,8.400079825062798
24,5.923852812820837
25,7.1842756957390534
26,5.008855701160773
27,4.536291792575272
28,2.7588876189899567
29,8.250834094633392
30,3.4554433809276404
31,2.207796576791206
32,5.429687833201286
33,4.546480607244991
34,5.061506197169696
35,12.385724830712695
36,8.249389074290743
37,17.61690397393881
38,4.586733258072006
39,6.87906431312726
40,4.561355050989271
41,4.031562825345907
42,11.19180216274056
43,6.575936877033535
44,4.981060359612645
45,5.825073055099108
46,2.467235053626884
47,52.354682610594196
48,6.09486619355746
49,7.381759794473951
50,2.976899820794283
51,5.040610234803545
52,7.321150930811495
53,3.9620275433858327
54,3.4505042454962873
55,4.264879925851402
56,13.939171163181213
57,6.5339747259882826
58,5.691082001465611
59,20.65999501038531
60,3.0093301515563233
61,8.309308025203856
62,5.346133400762489
63,6.570497781749877
64,15.283987480633883
65,6.428293376583273
66,7.1507360871600065
67,9.01265269766586
68,5.4932122763315006
69,2.1798358552166532
70,5.458005465240086
71,6.623531001837929
72,9.833015824834082
73,2.5118031107872194
74,4.505389459512502
75,3.30857691454448
76,7.353047606415066
77,6.08908346834006
78,3.6647316113516575
79,8.333955585791712
80,6.201309639116535
81,5.562648283930663
82,9.595665314569684
83,8.085704478883319
84,2.1498813613253516
85,15.362902693674462
86,23.128872231709124
87,5.490888131949724
88,2.9072462929603877
89,3.8360804373856174
90,13.968137320749433
91,8.874337091561744
92,7.231593574972823
93,10.30911892323677
94,4.763679079428869
95,7.097616813978532
96,7.839426281089842
97,6.514786202452025
98,3.570471028596642
99,8.577494705869414
100,7.524003586618335
101,4.89121731981845
102,3.3376645214377114
103,9.73585605342679
104,15.808877768398885
105,2.949566528077425
106,7.577927176055212
107,9.944547202527952
108,5.194160088672558
109,15.113791181749226
110,5.839100954790834
111,8.059256731766851
112,7.064549393347837
113,3.5463641631484775
114,5.142823468602705
115,6.790747307466273
116,8.997592999763768
117,8.369916841607308
118,11.532774192957284
119,7.171497128780494
120,4.997679234652325
121,1.7874576891560519
122,12.952995194805725
123,11.611341148861042
124,9.304492156836393
125,4.753601224615586
126,8.376791562410128
127,12.026675649624622
128,9.64391298039669
129,3.78967940669003
130,5.359200811039959
131,2.2758700039226802
132,10.285092049212116
133,6.436499136863778
134,8.136003882627747
135,3.6529607003734337
136,4.360622268297106
137,8.127972950376448
138,7.604706051569308
139,4.5735560171904766
140,8.26565294202559
141,5.807041849384688
142,8.53724764030636
143,12.415918043414301
144,4.625603963316256
145,6.451361693657986
146,7.671363926099469
147,12.84303776970071
148,4.341601886246965
149,4.037888932559316
150,4.265709809435957
151,5.259619382378244
152,4.191258823086229
153,12.822008646665815
154,4.874300268447068
155,5.472373164466156
156,7.126100098298428
157,28.194719430899713
158,5.89310925651232
159,4.933912563866879
160,7.397171189953191
161,14.093909716243186
162,55.09134759376881
163,13.204870861224215
164,5.860050299718812
165,7.388768227940344
166,8.32986179064199
167,8.502339454565218
168,6.526516822895857
169,7.05271271752256
170,6.485548903614177
171,3.0847153688877578
172,5.450949977120809
173,5.9250172848720615
174,7.68099916530861
175,16.43445638337569
176,2.276520773595566
177,3.706663948418436
178,8.256583659668497
179,4.263371182892194
180,5.495572994750249
181,7.759924188590485
182,5.220910288253312
183,5.609513394749808
184,9.855570061462933
185,7.406171273021442
186,1.1695165234321927
187,8.133467843639844
188,7.39285529726858
189,6.758898642532226
190,9.957331142267687
191,4.187874302602631
192,8.680781021084764
193,8.527028439963347
194,5.610141227788847
195,3.40607661453623
196,6.280945976752301
197,5.080150461925575
198,6.534055367569875
199,5.201353523936534
200,4.946465850946477
201,10.950863012216336
202,4.245465508825735
203,6.841815834405245
204,4.932751763035759
205,1.3331249999892176
206,9.83030182850892
207,4.413678343100033
208,3.777839050411416
209,5.322812065238262
210,14.094211932821839
211,9.819856311000617
212,3.334726395841958
213,2.206958127415981
214,7.155885602381336
215,12.141211320767933
216,5.567297836615495
217,9.46924858429941
218,6.289959081875091
219,6.376621401939388
220,4.07893743611882
221,6.416727579995148
222,7.212303813171093
223,4.824543478037197
224,5.761692971832045
225,9.327015604765297
226,4.121745613295004
227,4.071354945722051
228,24.20276959683422
229,5.500786339838987
230,7.079599934022501
231,3.6418141179837797
232,4.607304721536845
233,5.636401366326024
234,7.295039034614502
235,3.5982733219536422
236,7.1110913258322945
237,5.452108630010483
238,13.111793856537245
239,15.12495857297158
240,10.645475879595743
241,3.711278379365664
242,6.423322568917177
243,11.18862728691466
244,4.370466108716543
245,2.3477889304112276
246,12.737297081719948
247,5.245373612227195
248,5.854895560506011
249,15.343559914828015
250,10.57846890633966
251,9.595839094671803
252,9.148635304246818
253,16.884079303683574
254,8.591251702042804
255,7.038990902237585
256,30.955821570103506
257,10.474969840207352
258,4.841028308190087
259,4.429813612846301
260,4.611319067320255
261,8.968053473715482
262,4.423667687021449
263,13.850970028089886
264,5.326475165452349
265,16.430186665413515
266,7.165826740663804
267,3.280672868511617
268,7.303885990604051
269,10.601007968224838
270,8.98378056746624
271,6.452160189733487
272,10.722628800989689
273,5.767557055248686
274,6.629610122661448
275,4.728456396105818
276,8.244874408299134
277,27.567335067084688
278,5.634958134263673
279,14.02299962062675
280,5.66953026606965
281,5.901108691989785
282,7.685474283835703
283,6.5789947908397295
284,32.89167683300718
285,7.999128939238979
286,6.914535144128137
287,6.470583826659974
288,6.41765387950354
289,3.733399168742229
290,2.5826927654340257
291,9.75035261585823
292,10.837711167978371
293,6.540944199679626
294,3.8389355773713114
295,4.150601155002464
296,6.865039395414647
297,4.899591497571015
298,7.28191408021633
299,7.38835285187572
300,12.08460020209758
301,12.923252316145735
302,7.593350797225824
303,1.55339598968024
304,4.854168298115955
305,9.155917060702677
306,7.597802057099255
307,10.423065832131222
308,7.1494664346999555
309,4.0380491721981935
310,3.8927519676747435
311,4.042454082454597
312,5.818429740328792
313,5.901695069933473
314,9.802628420919541
315,5.759953574540221
316,5.726534439465602
317,13.20567944746458
318,8.110218949870625
319,1.854859736069495
320,3.401735425789599
321,5.0159604784667655
322,1.869862115962699
323,10.797704629641865
324,9.822093505578541
325,0.99517815858449
326,39.0732737045498
327,5.486900438036461
328,6.276365971443161
329,10.800675956422491
330,8.072855326907815
331,4.296583028868727
332,10.852735917397643
333,7.520533780171601
334,17.53061756285764
335,6.392599017909294
336,5.048330072763685
337,3.03811769917258
338,4.273575645318848
339,9.204838798602506
340,6.982333763148571
341,8.405764591364496
342,5.691951281081127
343,6.235686407672489
344,8.285924152449068
345,8.370027909565383
346,11.708154837460679
347,9.679187025102586
348,6.369237649338989
349,5.383644054200119
350,25.49614165715042
351,12.329409886471463
352,20.205000444075875
353,3.9912525596184216
354,8.887994367649279
355,6.5160728163953605
356,13.208171795730447
357,4.9625503826358885
358,2.041210565626588
359,5.004491912003837
360,2.477161059447289
361,11.523898250299792
362,5.0592838913335045
363,6.507231486374167
364,11.687085035723328
365,5.706500510178997
