id,price
1,4.341386028932944
2,6.109319692475584
3,14.246666399343999
4,5.862891968583189
5,5.273756563963343
6,9.03134806809785
7,9.62798127987021
8,3.3304706233298016
9,9.150217065477907
10,6.146358806366906
11,5.166300292620488
12,9.297743556735574
13,3.866789363315928
14,7.485446886560345
15,7.196178609934882
16,12.503090699193667
17,7.1753426616381955
18,5.295241994130109
19,7.747345282363676
20,5.7233558332137795
21,4.089150564770543
22,5.832393005588527
23,8.86388310717641
24,6.425264722605575
25,6.6648913837659896
26,4.893957964991121
27,4.537531624780867
28,2.7579994140176365
29,8.30672571105804
30,3.664135331974729
31,2.01416275843208
32,5.494954811053061
33,4.046470438431481
34,5.241086252245792
35,13.509474248429887
36,8.395419570230263
37,15.796846388529216
38,4.650166472656048
39,6.865362218606216
40,5.02328189770514
41,3.6118833138381348
42,9.051583966744921
43,6.725718115205909
44,4.945265251439689
45,5.824584142194084
46,2.896213991532717
47,53.05242686845586
48,5.700036615990808
49,7.402086239715376
50,2.7774753621238415
51,4.9259309409226555
52,7.1849629624625475
53,3.9423710208077902
54,3.482968675169775
55,4.204784702349549
56,14.156588263699687
57,6.522886685816766
58,5.993188982165281
59,20.885884869509493
60,2.73580372313172
61,8.326218566497552
62,5.1834573563486375
63,6.601070484346463
64,15.535210776344133
65,6.310187863688472
66,6.743347888629862
67,8.97606528090938
68,5.8616110987920065
69,1.825499758257827
70,5.462904921467671
71,6.386126925263432
72,10.479846851684034
73,2.5071456295959864
74,4.493097334698833
75,3.229725564801994
76,7.363149457284347
77,5.463668836175226
78,3.536245166433488
79,8.282997069126095
80,6.184661747391212
81,5.4277898375914075
82,9.658422790563943
83,8.09962249115707
84,2.0796530296157187
85,15.441237206861969
86,23.23010146553457
87,4.596262916821694
88,2.843436753922587
89,3.9577106649700613
90,13.919197640331703
91,7.896198296776495
92,7.157819294961401
93,10.558547911190189
94,4.795402253353082
95,7.390778539333272
96,7.884702639194918
97,6.469233455809462
98,3.5641137471091073
99,8.79721984224411
100,7.557346172481102
101,5.079454601362619
102,3.3284674233731657
103,9.807782675728301
104,16.004898495612213
105,2.9159871183570063
106,7.8328359402477945
107,9.985275262237552
108,5.187776333783179
109,12.599254561787342
110,5.891134558467973
111,8.055802793063869
112,5.543068427706638
113,3.5522624072358515
114,5.328004608579741
115,6.893989677948896
116,8.995402870769052
117,8.267685217773778
118,11.366270897044386
119,7.2907010672196835
120,4.988435023690618
121,1.7304441439061045
122,13.310419235129583
123,11.978713495288796
124,9.32600568470415
125,4.686039784710599
126,8.404779034825154
127,10.778422029036703
