id,price
1,4.336676836
2,5.883641863
3,12.67589725
4,5.815299154
5,5.183245994
6,10.41294122
7,9.365142625
8,3.452289623
9,8.858547485
10,6.276179981
11,5.050671702
12,9.460852555
13,3.822166694
14,7.302529366
15,7.255633783
16,13.07364165
17,7.088767593
18,5.377908024
19,7.544484611
20,5.618756413
21,4.082218861
22,5.937204654
23,8.002154927
24,5.996622466
25,7.478659784
26,5.133936463
27,4.601038658
28,2.692839909
29,8.134221739
30,3.419431585
31,2.569064889
32,5.447030518
33,4.743835048
34,4.883901526
35,12.19350519
36,8.002937325
37,18.27821651
38,4.647215513
39,6.83992738
40,4.487881126
41,4.024381938
42,11.16231418
43,6.433670647
44,5.243944097
45,5.804856421
46,2.430912628
47,50.31277516
48,6.194780035
49,7.394846706
50,3.107657554
51,5.111304647
52,7.334409761
53,3.868274584
54,3.318684274
55,4.197137706
56,13.53138427
57,6.819621865
58,5.58748816
59,20.57548775
60,3.51546205
61,8.241744699
62,5.357593418
63,6.626202986
64,15.34565777
65,6.513981809
66,7.13061194
67,9.011969041
68,5.65600219
69,2.36962259
70,5.660422154
71,6.633428523
72,9.784409317
73,2.56145121
74,4.539320107
75,3.486547769
76,7.472350226
77,6.17428754
78,3.940219454
79,8.315665201
80,6.206777471
81,5.649208957
82,9.355023266
83,8.209327227
84,2.241332148
85,15.61143557
86,22.86521096
87,5.514766991
88,2.998692695
89,3.776061384
90,13.91880984
91,8.841479765
92,7.30299752
93,10.24393609
94,4.820634538
95,7.23588502
96,7.895338416
97,6.710100175
98,3.626776754
99,8.584066197
100,7.542500742
101,4.972933145
102,3.347409906
103,9.688545437
104,15.54309186
105,2.971494893
106,7.659510152
107,9.896610663
108,5.141760151
109,15.0975348
110,5.695594223
111,7.998157116
112,7.127487422
113,3.635211591
114,5.327594821
115,6.78255408
116,8.97292619
117,8.445948793
118,12.02470409
119,7.203953466
120,4.990086875
121,1.856919604
122,12.95288581
123,11.46225195
124,9.281571427
125,4.926672717
126,8.388245215
127,12.19344347
128,9.66148797
129,3.849043503
130,5.384338237
131,2.442956403
132,9.747827769
133,6.376615982
134,7.970586897
135,3.687422063
136,4.759999988
137,8.167469298
138,7.553324405
139,4.75716948
140,8.411914488
141,5.858438173
142,8.371426166
143,12.37417852
144,4.604235416
145,6.199913794
146,7.598635858
147,12.8255297
148,4.555866456
149,4.190149354
150,4.300129934
151,5.389166432
152,4.194306692
153,12.59566561
154,4.754206401
155,5.602752382
156,6.906588016
157,28.26975626
158,5.761713542
159,4.92338916
160,7.34765542
161,14.03536235
162,54.75729377
163,13.32220381
164,5.984756831
165,7.398351763
166,8.166418144
167,8.727326461
168,6.574644433
169,7.007701021
170,6.538036521
171,3.176641687
172,5.556606647
173,5.84820481
174,7.691252268
175,16.42299178
176,2.264458681
177,3.67774464
178,8.177911987
179,4.323122796
180,5.707902503
181,7.282251579
182,5.100587424
183,5.652018096
184,9.37645712
185,7.623784371
186,1.187844165
187,8.093010791
188,7.45230509
189,6.460447789
190,10.04086773
191,4.168140219
192,8.735691066
193,8.133929492
194,5.400182759
195,3.486616036
196,6.251700677
197,4.980140063
198,6.455791395
199,5.182146569
200,4.986415318
201,10.7961545
202,4.30859002
203,6.646888794
204,4.914998543
205,1.295805628
206,9.924381311
207,4.568411975
208,3.953575529
209,5.412584597
210,14.10186529
211,9.857335691
212,3.570566059
213,2.488914966
214,7.226013462
215,12.29485272
216,5.512892546
217,9.490801095
218,6.065517107
219,5.730130026
220,4.150346315
221,6.985216944
222,7.135935338
223,4.740780835
224,5.483742718
225,9.176714384
226,4.082541874
227,4.152831208
228,24.04143479
229,5.54437198
230,6.945429019
231,3.729872148
232,4.454766817
233,5.601934376
234,7.277069932
235,3.629149111
236,7.09663139
237,5.532026863
238,13.06770324
239,15.11582409
240,10.52067057
241,3.773892638
242,6.57014215
243,10.98716619
244,4.507654746
245,2.394812091
246,12.63334575
247,5.283660518
248,5.981846248
249,15.24565904
250,10.33870227
251,9.531307455
252,9.523935113
253,16.93270861
254,8.605552093
255,7.054293378
256,30.78328144
257,9.917256789
258,4.853853165
259,4.446955794
260,4.716164189
261,8.834082731
262,4.487174122
263,13.80202306
264,5.185485363
265,16.56072937
266,7.182358215
267,3.578910897
268,7.419882245
269,10.75248488
270,9.184152265
271,6.531647355
272,10.6205931
273,5.978838632
274,6.56345711
275,4.758770171
276,7.887362651
277,27.29132186
278,5.60242715
279,14.14090991
280,5.656460942
281,5.963043697
282,7.806055626
283,6.565211411
284,32.77720562
285,8.052959248
286,6.741905045
287,6.576693888
288,6.492568857
289,3.684687994
290,2.727199539
291,9.607768991
292,10.85790061
293,6.444331342
294,3.800710852
295,4.145346827
296,6.844299462
297,4.904789463
298,7.214837423
299,7.484454512
300,12.02893679
301,12.83922358
302,7.555290499
303,1.632246623
304,4.690134061
305,9.100444302
306,7.494543781
307,10.39526811
308,7.267125616
309,4.12017013
310,4.031457021
311,4.232748858
312,5.655619195
313,5.7683291
314,9.900659238
315,5.791541058
316,5.9186827
317,13.20276303
318,8.219922613
319,1.919418701
320,3.562195743
321,5.0094917
322,1.933650474
323,10.92686942
324,9.645122146
325,0.988680578
326,35.43086373
327,5.52536121
328,6.322871222
329,11.09685155
330,7.891285207
331,4.314050692
332,11.11916419
333,7.578260403
334,17.60041667
335,6.362209548
336,5.044087545
337,2.981286621
338,4.302673119
339,9.238697436
340,7.172875785
341,8.169437535
342,5.84139601
343,6.275551561
344,8.281613946
345,8.312531919
346,11.52261115
347,8.80567628
348,6.292488663
349,5.480468889
350,25.64965589
351,12.72865393
352,20.18403843
353,3.7194563
354,8.833438979
355,6.564310857
356,13.18593817
357,4.917040185
358,2.560618525
359,4.97075445
360,2.372096923
361,11.24519381
362,5.04492455
363,6.491985106
364,11.65107938
365,5.780730244
366,9.770018616
367,7.575267264
368,4.92760279
369,3.38215591
370,5.2374435
371,3.874103702
372,1.821059041
373,12.96565023
374,4.049857495
375,3.084604126
376,8.65805038
377,36.69786302
378,4.146499783
379,5.639922551
380,5.002607095
381,5.670445368
382,7.109639355
383,3.307712954
384,6.111063893
